title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Big,1988,104,18000000,7.2,18660,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
Staying Together,1989,80,NA,5.5,144,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Savage Island,2003,92,NA,6.8,44,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,R,0,0,0,0,0,0,0
Drop Back Ten,2000,93,600000,4.8,30,14.5,4.5,14.5,0,0,14.5,14.5,4.5,4.5,24.5,,0,0,1,1,0,0,0
Parking,2003,5,NA,6.7,49,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
Def-Con 4,1985,88,NA,3.6,296,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Show Boat,1951,107,2295429,7,665,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
Rengeteg,2003,90,NA,6.9,77,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"Wild North, The",1952,97,NA,5.8,74,0,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Brother Bear,2003,85,NA,6.6,3780,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,1,0,0,0
"Master Race, The",1944,95,NA,6,26,0,0,0,4.5,14.5,44.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Victory,1995,99,NA,5.8,104,0,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,14.5,R,0,0,0,1,0,1,0
Sky Bandits,1986,95,18000000,3.8,29,24.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,0,24.5,,1,0,0,0,0,0,0
"Vendetta di Ursus, La",1961,98,NA,5.2,5,0,0,0,0,44.5,64.5,0,0,0,0,,1,0,0,1,0,0,0
Magnetism,2004,3,NA,6.5,8,0,0,14.5,0,24.5,14.5,0,14.5,14.5,24.5,,0,1,0,0,0,1,1
Une partie de campagne,1936,40,NA,8.5,297,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,1,1
"Wasp Woman, The",1960,73,50000,4.2,297,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Urlo, L'",1970,93,NA,6.5,6,0,0,14.5,0,0,0,14.5,0,14.5,45.5,,0,0,0,0,0,0,0
Dead Meat,2004,80,NA,7.8,28,4.5,4.5,0,4.5,0,0,14.5,24.5,14.5,34.5,,1,0,1,0,0,0,0
Faithful,1910,17,NA,6.1,9,14.5,0,0,0,34.5,14.5,24.5,0,14.5,14.5,,0,0,0,1,0,0,1
Undercover Heat,1995,93,NA,5.5,148,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,R,0,0,0,0,0,0,0
"Enraged New World, An",2002,50,3500,8.9,25,24.5,4.5,0,0,0,4.5,4.5,4.5,4.5,44.5,,1,0,0,0,0,0,0
Wu dun ren shu,1982,107,NA,7.9,153,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,1,0,0,1,0,0,0
Signal 30,1959,28,NA,6,8,14.5,0,0,14.5,0,14.5,24.5,24.5,14.5,0,,0,0,0,0,1,0,1
Paris Is Burning,1990,71,500000,7,340,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
It's a Bird,1930,14,NA,9.1,12,4.5,0,0,0,0,0,4.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
North from the Lone Star,1941,58,NA,6.1,6,0,0,0,14.5,14.5,45.5,14.5,0,0,0,,0,0,0,0,0,0,0
Invitation to Hell,1982,74,NA,2.2,9,34.5,0,24.5,0,14.5,14.5,0,14.5,0,14.5,,0,0,0,0,0,0,0
Her Majesty,2001,105,NA,8.1,70,0,4.5,0,0,0,4.5,4.5,14.5,24.5,44.5,PG,0,0,0,0,0,0,0
Kennedy et moi,1999,86,NA,6.8,219,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
Fogbound,2002,97,NA,5.2,52,4.5,0,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
"Novicia rebelde, La",1971,92,NA,5.4,5,0,0,0,24.5,0,0,0,24.5,24.5,44.5,,0,0,0,0,0,0,0
Sensuela,1973,104,NA,5,26,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Midnight Express,1978,121,2300000,7.6,7617,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Three Comrades,1938,100,NA,7.2,178,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Cecil B. DeMented,2000,87,10000000,6,3464,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
Sullivan's Travels,1941,90,689665,8.2,2896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,1,0
"Century of Cinema, A",1994,72,NA,4.9,143,24.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
Lover Come Back,1961,107,NA,7.2,669,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
Tuno negro,2001,98,NA,5,255,14.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
"Return of Count Yorga, The",1971,97,NA,4.7,122,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Pinocchio,1940,88,2600000,7.7,6805,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,0,0
They Crawl,2001,93,NA,3.5,132,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
"Throwing Mail Into Bags, U.S.P.O.",1903,1,NA,3.5,5,0,24.5,44.5,24.5,24.5,0,0,0,0,0,,0,0,0,0,0,0,1
They Who Dare,1953,107,NA,5.7,34,4.5,4.5,0,14.5,14.5,24.5,14.5,14.5,4.5,0,,0,0,0,1,0,0,0
Quand tu liras cette lettre,1953,104,NA,6.8,16,0,0,0,4.5,4.5,14.5,34.5,24.5,0,14.5,,0,0,0,0,0,0,0
"Adventures of Robin Hood, The",1938,102,1900000,8.2,7359,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,1,0,0,0,0,1,0
"Serpent and the Rainbow, The",1988,98,7000000,5.9,2166,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Haiku Tunnel,2001,88,NA,5.9,624,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0
Out of Bounds,2004,90,NA,3.5,82,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
Chevrolet,1997,96,NA,5.2,22,14.5,0,0,4.5,24.5,4.5,4.5,14.5,24.5,4.5,,0,0,0,1,0,0,0
Clipped Wings,1953,65,NA,6.7,40,0,0,0,0,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
"Frigjorte, De",1993,97,NA,7,86,4.5,0,4.5,0,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
Corte de Cabelo,1995,91,NA,5.7,35,4.5,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Occasional Coarse Language,1998,81,NA,6.2,79,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
Anything for Love,1993,91,NA,5.2,285,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
"Last of Mrs. Cheyney, The",1937,98,NA,6.6,121,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
"Tricheurs, Les",1958,120,NA,6.8,54,0,4.5,4.5,4.5,0,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Possession,1987,90,NA,4.4,14,24.5,4.5,4.5,24.5,14.5,0,0,4.5,4.5,14.5,,0,0,0,0,0,0,0
Street Pirates,1994,94,650000,8.2,111,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,,0,0,0,0,1,0,0
"Way It All Went Down, The",1999,93,NA,4.6,19,24.5,4.5,24.5,0,4.5,0,14.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
"Puerto de Barcelona, El",1966,20,NA,5.4,61,4.5,0,45.5,0,34.5,4.5,0,0,4.5,0,,0,0,0,0,1,0,1
"Mi Casa, Su Casa",2003,94,NA,5.1,105,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
"Shadow Strikes, The",1937,61,NA,4.7,24,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Teufels General, Des",1955,117,NA,7.3,101,0,0,4.5,0,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Dawn Patrol, The",1938,103,NA,7.6,306,0,0,0,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
"Family Thing, A",1996,109,NA,6.9,800,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
Emil und die Detektive,1954,90,NA,6.7,39,4.5,4.5,0,4.5,14.5,4.5,44.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
In the Shadow of the Sun,1980,51,NA,6.2,20,4.5,0,0,0,14.5,14.5,14.5,14.5,0,44.5,,0,0,0,0,0,0,0
Dead Heat,1988,86,5000000,4.8,470,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
Buck Privates Come Home,1947,77,NA,6.3,215,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Mob War,1989,96,NA,1.8,30,34.5,24.5,24.5,4.5,4.5,4.5,0,0,0,14.5,,1,0,0,0,0,0,0
Repossessed,2002,8,NA,6.4,39,0,4.5,4.5,4.5,4.5,44.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
Convention City,1933,69,239000,4.7,5,0,24.5,0,0,0,0,0,0,24.5,64.5,,0,0,1,0,0,0,0
Lucia Chase (Polavision Vignette),1978,3,NA,4.4,8,0,14.5,14.5,24.5,24.5,14.5,0,14.5,0,0,,0,0,0,0,0,0,1
Not Another Mistake,1988,99,NA,3.8,5,0,0,44.5,0,44.5,0,24.5,0,0,0,,0,0,0,0,0,0,0
Snapshot,1979,92,NA,3.3,43,14.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Stardust Stricken - Mohsen Makhmalbaf: A Portrait,1996,70,NA,7.9,9,14.5,0,0,0,24.5,14.5,34.5,0,0,24.5,,0,0,0,0,1,0,0
Bush's Brain,2004,80,NA,6.8,264,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,PG-13,0,0,0,0,1,0,0
Man of the House,2005,97,40000000,5.2,511,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,1,0,1,0,0,0,0
I'm No Fool with Electricity,1970,10,NA,7.3,11,4.5,0,0,4.5,0,24.5,24.5,4.5,4.5,4.5,,0,1,0,0,0,0,1
Rose & Alexander,2002,40,4800,8.9,7,0,0,0,0,0,0,14.5,24.5,14.5,44.5,,0,0,0,1,0,0,1
Training Pigeons,1936,7,NA,5.1,6,0,0,0,14.5,34.5,45.5,0,0,0,0,,0,1,1,0,0,0,1
After the Sunset,2004,97,58000000,6,3431,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
All's Fair,1989,89,NA,3.3,39,24.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Undefeated, The",1969,119,NA,6,505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Round of Golf, A",1931,11,NA,4.8,6,0,0,0,14.5,14.5,0,0,0,14.5,45.5,,0,0,0,0,0,0,1
"Iron Mask, The",1929,103,NA,6.9,109,0,4.5,0,4.5,4.5,4.5,34.5,24.5,4.5,4.5,,0,0,0,0,0,1,0
"New Gods, The",1997,97,NA,1.4,17,24.5,4.5,0,0,0,0,14.5,0,14.5,44.5,,0,0,0,1,0,0,0
Attack on the Iron Coast,1968,89,NA,5,65,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,0,,0,0,0,1,0,0,0
Tribute,1980,121,8400000,5.7,106,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,1,0,0,0
Ciakmull - L'uomo della vendetta,1970,90,NA,8.1,9,0,0,0,0,14.5,24.5,14.5,14.5,0,44.5,,0,0,0,0,0,0,0
Kiki,1931,87,810568,6.8,6,0,0,0,14.5,0,0,14.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
"True Meaning of Pictures: Shelby Lee Adams' Appalachia, The",2002,75,NA,7.8,30,0,4.5,0,0,0,4.5,34.5,24.5,14.5,34.5,,0,0,0,0,1,0,0
Chibikko Remi to meiken Capi,1970,81,NA,8.1,8,0,0,0,0,0,0,14.5,34.5,24.5,24.5,,0,0,0,0,0,0,0
Hard Country,1981,104,NA,5.3,83,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Todd and the Book of Pure Evil,2003,18,NA,6,15,0,0,14.5,4.5,0,14.5,4.5,4.5,24.5,34.5,,0,0,1,0,0,0,1
Filigrana,1949,105,NA,5.1,5,0,0,44.5,0,24.5,0,44.5,0,0,0,,0,0,1,0,0,0,0
Absolutely Positive,1991,87,NA,7.8,8,0,0,0,0,0,14.5,14.5,45.5,24.5,0,,0,0,0,0,1,0,0
Mars Attacks!,1996,106,70000000,6.1,27363,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
Ursus,1961,90,NA,3.1,15,14.5,24.5,14.5,14.5,0,4.5,14.5,14.5,4.5,0,,1,0,0,0,0,0,0
National Lampoon Goes to the Movies,1983,89,NA,2.9,162,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Prima comunione,1950,84,NA,8.4,10,0,0,0,0,14.5,0,0,45.5,24.5,24.5,,0,0,1,0,0,0,0
"Bidasses s'en vont en guerre, Les",1974,90,NA,4.5,67,14.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Walk Don't Run,1966,114,NA,6.4,465,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
I'm in the Army Now,1936,6,NA,5.5,18,0,0,14.5,24.5,4.5,24.5,14.5,4.5,0,14.5,,0,1,1,0,0,0,1
Every Day Except Christmas,1957,37,NA,5.2,13,0,0,0,34.5,0,4.5,4.5,24.5,4.5,24.5,,0,0,0,0,1,0,1
Beyond the Forest,1949,89,NA,6.3,268,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Don't Fence Me In,1945,71,NA,7,29,0,0,4.5,0,4.5,14.5,14.5,24.5,4.5,34.5,,0,0,0,0,0,0,0
"Sete Vampiras, As",1986,100,NA,3.8,21,4.5,4.5,4.5,4.5,14.5,0,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Moutarde me monte au nez, La",1974,92,NA,5.6,96,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Wilful Peggy,1910,17,NA,4.4,16,14.5,4.5,14.5,0,14.5,14.5,34.5,0,0,0,,0,0,1,0,0,1,1
"Astillero, El",2000,88,NA,2.9,9,0,24.5,24.5,14.5,14.5,14.5,0,14.5,0,14.5,,0,0,0,1,0,0,0
Judge Hardy and Son,1939,90,NA,6.1,33,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Somberman's aktie,1999,94,NA,7.3,34,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,,0,0,1,1,0,0,0
Harem Girl,1952,70,NA,4.3,6,14.5,0,14.5,0,0,34.5,0,0,14.5,14.5,,0,0,1,0,0,0,0
"Delfini, I",1960,100,NA,4.7,5,0,0,24.5,0,0,64.5,0,0,0,24.5,,0,0,0,1,0,0,0
Antonia and Jane,1991,71,NA,7.2,144,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Harper Valley P.T.A.,1978,93,NA,4.9,213,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Heaven Knows, Mr. Allison",1957,108,3000000,7.4,931,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Sjecanje na Georgiju,2002,90,NA,2.8,5,84.5,0,0,0,0,0,0,0,0,24.5,,0,0,0,0,0,0,0
"Vabank II, czyli riposta",1985,101,NA,7.5,114,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,0,0
Half Shot at Sunrise,1930,78,NA,6.9,35,0,0,0,0,24.5,4.5,24.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Among Thieves,2004,27,NA,9.1,7,0,0,0,0,0,0,24.5,0,0,74.5,,0,0,0,1,0,0,1
"Fate, Le",1966,114,NA,5.2,20,0,0,14.5,0,24.5,24.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
"Brother from Another Planet, The",1984,106,300000,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
Chalk,1996,134,400000,8.6,14,0,0,0,0,14.5,0,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Boardwalk,1979,98,NA,5.8,20,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,34.5,,0,0,0,1,0,0,0
"Borges, los libros y las noches",1999,82,NA,5.4,12,4.5,0,0,14.5,0,4.5,14.5,24.5,0,24.5,,0,0,0,0,1,0,0
Night of the Living Dead: 25th Anniversary Edition,1993,83,NA,4.3,56,24.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
Nightdreams,1981,78,NA,8,20,4.5,4.5,0,0,4.5,4.5,0,24.5,24.5,34.5,,0,0,0,0,0,0,0
"Spaceman and King Arthur, The",1979,93,NA,4.5,161,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Carpenter, The",1989,89,NA,3.8,53,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Aftenlandet,1977,109,NA,5.5,8,0,0,0,0,34.5,24.5,14.5,14.5,14.5,0,,0,0,0,0,0,0,0
Pineapple Tours,1992,118,NA,5.8,5,0,0,0,44.5,0,0,64.5,0,0,0,,0,0,0,0,0,0,0
"Time to Kill, A",1996,149,40000000,6.9,15577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
Titicut Follies,1967,84,NA,8.6,266,0,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,0,1,0,0
Blessed,2004,98,NA,4.6,187,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
Everything's Ducky,1961,80,NA,6,17,14.5,4.5,4.5,0,14.5,24.5,4.5,4.5,0,24.5,,0,0,1,0,0,0,0
Nick and Kate,2003,5,NA,8.6,31,14.5,0,0,0,0,0,0,4.5,24.5,45.5,,0,0,0,1,0,0,1
Xilu xiang,1999,118,NA,7.5,134,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Deti chugunnykh bogov,1993,80,NA,8.5,11,0,0,0,4.5,0,0,0,34.5,14.5,34.5,,0,0,0,1,0,0,0
Operation Daybreak,1975,118,NA,6.4,194,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Docks of New York,1945,62,NA,7,51,0,0,4.5,0,0,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,0
Rama Dama,1991,107,NA,6.4,32,4.5,0,4.5,0,4.5,24.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Tandem,1987,86,NA,7.4,155,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
Minotaur,1997,91,NA,4.6,42,14.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,0,0,1,0
Mongjunggi,2002,98,NA,5.5,72,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Cereal Killer,2000,12,NA,7.5,12,0,0,0,0,0,0,34.5,24.5,14.5,24.5,,0,0,0,0,0,0,1
"Man with Rain in His Shoes, The",1998,96,NA,6.6,607,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,1,0
Hei mao,1991,91,NA,5.6,131,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
"Gwen, le livre de sable",1985,107,NA,8.2,6,0,0,0,0,14.5,0,0,34.5,34.5,14.5,,0,1,0,0,0,0,0
I Wish My Beer Was as Cold as Your Heart,2003,10,NA,9.2,6,0,0,0,0,0,0,14.5,14.5,0,64.5,,0,0,1,0,0,0,1
In a Moment of Passion,1993,100,NA,1.7,21,64.5,4.5,4.5,4.5,4.5,0,4.5,0,0,4.5,,0,0,0,1,0,0,0
I Got the Hook Up,1998,93,3500000,3.2,412,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
Revenge of the Shogun Women,1977,98,NA,6.4,14,4.5,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
Nanook Taxi,1977,90,NA,9,5,0,0,0,0,0,24.5,0,0,24.5,64.5,,0,0,1,1,0,0,0
"Peacekeeper, The",1997,98,10000000,4.6,505,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
Let My Puppets Come,1976,45,NA,3.2,30,14.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Starukhi,2003,100,NA,7.5,21,4.5,4.5,0,0,0,4.5,14.5,44.5,24.5,0,,0,0,0,1,0,0,0
"Phenix City Story, The",1955,100,NA,7.2,95,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
O Beautiful,2002,29,NA,5.5,48,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,,0,0,0,1,0,0,1
Sufferin' Cats,1943,8,NA,6.8,29,0,0,4.5,4.5,14.5,14.5,34.5,24.5,4.5,4.5,,0,1,1,0,0,0,1
"Willi-Busch-Report, Der",1979,120,NA,5.8,14,0,0,4.5,0,14.5,24.5,24.5,14.5,0,14.5,,0,0,1,1,0,0,0
